0.000,1.358,1.091,1.159,1.130,1.100,1.169,1.103,1.123,1.154,1.093,1.134,1.090,1.138,1.151,1.407,1.383,1.404,1.410,1.452,1.487,1.444,1.428,1.400,1.404,1.394,1.415,1.417,1.481,1.366
1.302,0.000,1.128,1.140,1.129,1.083,1.100,1.090,1.125,1.155,1.188,1.150,1.110,1.126,1.098,1.363,1.392,1.436,1.392,1.418,1.373,1.378,1.372,1.340,1.498,1.456,1.450,1.360,1.385,1.394
1.092,1.238,0.000,1.020,0.915,0.901,0.933,1.117,0.977,0.888,0.909,0.936,0.943,1.008,0.898,1.291,1.201,1.281,1.258,1.284,1.201,1.225,1.240,1.277,1.209,1.221,1.239,1.232,1.200,1.228
0.997,1.171,0.989,0.000,1.015,1.007,0.982,0.990,1.010,1.008,0.962,1.019,1.006,1.038,1.122,1.349,1.333,1.332,1.303,1.329,1.270,1.310,1.332,1.287,1.288,1.307,1.349,1.336,1.318,1.372
0.932,1.089,0.913,0.959,0.000,0.855,0.887,0.925,0.954,0.878,0.900,0.917,0.941,0.918,1.069,1.227,1.265,1.244,1.271,1.258,1.206,1.235,1.236,1.299,1.211,1.224,1.213,1.225,1.243,1.231
0.936,1.115,0.922,0.997,0.883,0.000,0.878,0.955,0.939,1.005,0.926,0.970,0.930,0.958,1.110,1.268,1.265,1.285,1.298,1.240,1.259,1.262,1.258,1.321,1.271,1.237,1.267,1.261,1.288,1.256
0.922,1.106,0.934,0.980,0.885,0.874,0.000,0.948,0.983,1.016,0.893,0.944,0.961,0.955,1.092,1.259,1.241,1.301,1.268,1.271,1.215,1.228,1.238,1.261,1.232,1.247,1.242,1.226,1.238,1.251
0.886,1.108,0.892,0.925,0.896,0.901,0.907,0.000,0.989,0.890,0.928,0.952,0.923,0.884,1.036,1.274,1.247,1.300,1.318,1.275,1.249,1.261,1.267,1.292,1.304,1.285,1.279,1.272,1.226,1.254
0.891,1.112,1.008,0.893,0.909,0.912,0.933,0.888,0.000,0.917,1.073,0.995,0.947,0.932,0.870,1.252,1.270,1.426,1.280,1.252,1.254,1.270,1.262,1.288,1.226,1.248,1.255,1.273,1.273,1.267
0.937,1.003,0.998,0.910,0.902,0.902,0.889,0.911,0.967,0.000,1.092,0.979,0.933,0.940,0.911,1.209,1.237,1.285,1.259,1.232,1.216,1.257,1.268,1.170,1.258,1.226,1.212,1.257,1.234,1.232
1.108,1.072,1.094,1.066,1.082,1.130,1.083,1.069,1.202,1.096,0.000,1.123,1.093,1.109,1.082,1.353,1.409,1.436,1.393,1.359,1.402,1.429,1.411,1.332,1.417,1.404,1.421,1.427,1.391,1.368
0.971,0.991,0.982,0.967,0.982,0.956,1.081,0.987,1.101,0.977,1.162,0.000,1.050,0.963,0.965,1.292,1.375,1.305,1.278,1.306,1.345,1.360,1.315,1.348,1.357,1.278,1.325,1.462,1.348,1.374
1.006,1.064,0.924,0.882,0.904,0.887,0.887,0.885,0.933,0.882,1.085,0.991,0.000,0.943,0.882,1.258,1.270,1.286,1.366,1.271,1.246,1.315,1.262,1.220,1.211,1.216,1.219,1.238,1.231,1.275
0.935,1.091,0.958,0.968,0.965,0.936,1.001,0.948,1.024,0.925,1.093,0.945,0.970,0.000,0.944,1.254,1.242,1.261,1.263,1.346,1.199,1.240,1.241,1.222,1.207,1.266,1.241,1.271,1.187,1.248
0.870,1.087,0.926,0.892,0.898,0.893,0.895,0.958,0.901,0.910,1.057,1.045,0.875,0.932,0.000,1.217,1.225,1.290,1.330,1.263,1.224,1.282,1.232,1.236,1.278,1.260,1.238,1.228,1.226,1.254
1.316,1.275,1.283,1.283,1.313,1.295,1.265,1.284,1.283,1.279,1.299,1.334,1.286,1.286,1.332,0.000,0.957,0.946,0.959,0.983,0.985,1.029,0.927,0.904,0.966,0.963,1.053,0.958,0.972,0.963
1.475,1.427,1.392,1.409,1.470,1.458,1.419,1.415,1.417,1.410,1.376,1.509,1.456,1.436,1.415,1.214,0.000,1.182,1.199,1.200,1.216,1.206,1.216,1.222,1.202,1.153,1.168,1.179,1.197,1.204
